/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_2000	3.549	-3.3248481	-75.5634948	48.38
ANT-Land_2000	3.561	-3.3245000	-75.5634354	48.28
ANT-Land_2000	3.573	-3.3241518	-75.5633760	48.18
ANT-Land_2000	3.584	-3.3238037	-75.5633165	48.09
ANT-Land_2000	3.596	-3.3234556	-75.5632571	47.99
ANT-Land_2000	3.608	-3.3231074	-75.5631977	47.89
ANT-Land_2000	3.619	-3.3227593	-75.5631383	47.79
ANT-Land_2000	3.631	-3.3224112	-75.5630788	47.69
ANT-Land_2000	3.643	-3.3220630	-75.5630194	47.60
ANT-Land_2000	3.655	-3.3217149	-75.5629600	47.50
ANT-Land_2000	3.666	-3.3213668	-75.5629006	47.40
ANT-Land_2000	3.678	-3.3210186	-75.5628411	47.31
ANT-Land_2000	3.690	-3.3206705	-75.5627817	47.22
ANT-Land_2000	3.701	-3.3203223	-75.5627223	47.13
ANT-Land_2000	3.713	-3.3199742	-75.5626629	47.05
ANT-Land_2000	3.725	-3.3196261	-75.5626035	46.96
ANT-Land_2000	3.737	-3.3192779	-75.5625440	46.88
ANT-Land_2000	3.748	-3.3189298	-75.5624846	46.79
ANT-Land_2000	3.760	-3.3185817	-75.5624252	46.71
ANT-Land_2000	3.772	-3.3182335	-75.5623658	46.62
ANT-Land_2000	3.783	-3.3178854	-75.5623063	46.53
ANT-Land_2000	3.795	-3.3175373	-75.5622469	46.45
ANT-Land_2000	3.807	-3.3171891	-75.5621875	46.36
ANT-Land_2000	3.819	-3.3168410	-75.5621281	46.28
ANT-Land_2000	3.830	-3.3164929	-75.5620687	46.19
ANT-Land_2000	3.842	-3.3161447	-75.5620092	46.10
ANT-Land_2000	3.854	-3.3157966	-75.5619498	46.02
ANT-Land_2000	3.865	-3.3154484	-75.5618904	45.93
ANT-Land_2000	3.877	-3.3151003	-75.5618310	45.85
ANT-Land_2000	3.889	-3.3147522	-75.5617715	45.76
ANT-Land_2000	3.901	-3.3144040	-75.5617121	45.67
ANT-Land_2000	3.912	-3.3140559	-75.5616527	45.58
ANT-Land_2000	3.924	-3.3137078	-75.5615933	45.49
ANT-Land_2000	3.936	-3.3133596	-75.5615338	45.41
ANT-Land_2000	3.947	-3.3130115	-75.5614744	45.32
ANT-Land_2000	3.959	-3.3126634	-75.5614150	45.24
ANT-Land_2000	3.971	-3.3123152	-75.5613556	45.16
ANT-Land_2000	3.982	-3.3119671	-75.5612962	45.07
ANT-Land_2000	3.994	-3.3116190	-75.5612367	44.99
ANT-Land_2000	4.006	-3.3112708	-75.5611773	44.91
ANT-Land_2000	4.018	-3.3109227	-75.5611179	44.82
ANT-Land_2000	4.029	-3.3105746	-75.5610585	44.74
ANT-Land_2000	4.041	-3.3102264	-75.5609990	44.66
ANT-Land_2000	4.053	-3.3098783	-75.5609396	44.57
ANT-Land_2000	4.064	-3.3095301	-75.5608802	44.48
ANT-Land_2000	4.076	-3.3091820	-75.5608208	44.40
ANT-Land_2000	4.088	-3.3088339	-75.5607613	44.31
ANT-Land_2000	4.100	-3.3084857	-75.5607019	44.23
ANT-Land_2000	4.111	-3.3081376	-75.5606425	44.14
ANT-Land_2000	4.123	-3.3077895	-75.5605831	44.06
ANT-Land_2000	4.135	-3.3074413	-75.5605236	44.02
ANT-Land_2000	4.146	-3.3070932	-75.5604642	43.98
ANT-Land_2000	4.158	-3.3067451	-75.5604048	43.94
ANT-Land_2000	4.170	-3.3063969	-75.5603454	43.90
ANT-Land_2000	4.182	-3.3060488	-75.5602860	43.86
ANT-Land_2000	4.193	-3.3057007	-75.5602265	43.82
ANT-Land_2000	4.205	-3.3053525	-75.5601671	43.78
ANT-Land_2000	4.217	-3.3050044	-75.5601077	43.74
ANT-Land_2000	4.228	-3.3046563	-75.5600483	43.70
ANT-Land_2000	4.240	-3.3043081	-75.5599888	43.66
ANT-Land_2000	4.252	-3.3039600	-75.5599294	43.62
ANT-Land_2000	4.264	-3.3036118	-75.5598700	43.58
ANT-Land_2000	4.275	-3.3032637	-75.5598106	43.54
ANT-Land_2000	4.287	-3.3029156	-75.5597511	43.50
ANT-Land_2000	4.299	-3.3025674	-75.5596917	43.46
ANT-Land_2000	4.310	-3.3022193	-75.5596323	43.42
ANT-Land_2000	4.322	-3.3018712	-75.5595729	43.38
ANT-Land_2000	4.334	-3.3015230	-75.5595135	43.35
ANT-Land_2000	4.346	-3.3011749	-75.5594540	43.31
ANT-Land_2000	4.357	-3.3008268	-75.5593946	43.27
ANT-Land_2000	4.369	-3.3004786	-75.5593352	43.23
ANT-Land_2000	4.381	-3.3001305	-75.5592758	43.19
ANT-Land_2000	4.392	-3.2997824	-75.5592163	43.15
ANT-Land_2000	4.404	-3.2994342	-75.5591569	43.11
ANT-Land_2000	4.416	-3.2990861	-75.5590975	43.07
ANT-Land_2000	4.428	-3.2987380	-75.5590381	43.03
ANT-Land_2000	4.439	-3.2983898	-75.5589787	42.99
ANT-Land_2000	4.451	-3.2980417	-75.5589192	42.95
ANT-Land_2000	4.463	-3.2976935	-75.5588598	42.91
ANT-Land_2000	4.474	-3.2973454	-75.5588004	42.87
ANT-Land_2000	4.486	-3.2969973	-75.5587410	42.83
ANT-Land_2000	4.498	-3.2966491	-75.5586815	42.79
ANT-Land_2000	4.510	-3.2963010	-75.5586221	42.75
ANT-Land_2000	4.521	-3.2959529	-75.5585627	42.71
ANT-Land_2000	4.533	-3.2956047	-75.5585033	42.67
ANT-Land_2000	4.545	-3.2952566	-75.5584438	42.67
ANT-Land_2000	4.556	-3.2949085	-75.5583844	42.68
ANT-Land_2000	4.568	-3.2945603	-75.5583250	42.68
ANT-Land_2000	4.580	-3.2942122	-75.5582656	42.69
ANT-Land_2000	4.592	-3.2938641	-75.5582062	42.69
ANT-Land_2000	4.603	-3.2935159	-75.5581467	42.70
ANT-Land_2000	4.615	-3.2931678	-75.5580873	42.70
ANT-Land_2000	4.627	-3.2928197	-75.5580279	42.71
ANT-Land_2000	4.638	-3.2924715	-75.5579685	42.71
ANT-Land_2000	4.650	-3.2921234	-75.5579090	42.72
ANT-Land_2000	4.662	-3.2917752	-75.5578496	42.72
ANT-Land_2000	4.674	-3.2914271	-75.5577902	42.73
ANT-Land_2000	4.685	-3.2910790	-75.5577308	42.73
ANT-Land_2000	4.697	-3.2907308	-75.5576713	42.74
ANT-Land_2000	4.709	-3.2903827	-75.5576119	42.74
ANT-Land_2000	4.720	-3.2900346	-75.5575525	42.75
ANT-Land_2000	4.732	-3.2896864	-75.5574931	42.75
ANT-Land_2000	4.744	-3.2893383	-75.5574336	42.76
ANT-Land_2000	4.756	-3.2889902	-75.5573742	42.76
ANT-Land_2000	4.767	-3.2886420	-75.5573148	42.77
ANT-Land_2000	4.779	-3.2882939	-75.5572554	42.77
ANT-Land_2000	4.791	-3.2879458	-75.5571959	42.78
ANT-Land_2000	4.802	-3.2875976	-75.5571365	42.78
ANT-Land_2000	4.814	-3.2872495	-75.5570771	42.79
ANT-Land_2000	4.826	-3.2869013	-75.5570177	42.80
ANT-Land_2000	4.838	-3.2865532	-75.5569583	42.80
ANT-Land_2000	4.849	-3.2862051	-75.5568988	42.81
ANT-Land_2000	4.861	-3.2858569	-75.5568394	42.81
ANT-Land_2000	4.873	-3.2855088	-75.5567800	42.82
ANT-Land_2000	4.884	-3.2851607	-75.5567206	42.82
ANT-Land_2000	4.896	-3.2848125	-75.5566611	42.83
ANT-Land_2000	4.908	-3.2844644	-75.5566017	42.83
ANT-Land_2000	4.920	-3.2841163	-75.5565423	42.84
ANT-Land_2000	4.931	-3.2837681	-75.5564829	42.84
ANT-Land_2000	4.943	-3.2834200	-75.5564234	42.85
ANT-Land_2000	4.955	-3.2830719	-75.5563640	42.85
ANT-Land_2000	4.966	-3.2827237	-75.5563046	42.86
ANT-Land_2000	4.978	-3.2823756	-75.5562452	42.86
ANT-Land_2000	4.990	-3.2820275	-75.5561858	42.87
ANT-Land_2000	5.002	-3.2816793	-75.5561263	42.87
ANT-Land_2000	5.013	-3.2813312	-75.5560669	42.88
ANT-Land_2000	5.025	-3.2809830	-75.5560075	42.89
ANT-Land_2000	5.037	-3.2806349	-75.5559481	42.89
ANT-Land_2000	5.048	-3.2802868	-75.5558886	42.90
ANT-Land_2000	5.060	-3.2799386	-75.5558292	42.90
ANT-Land_2000	5.072	-3.2795905	-75.5557698	42.90
ANT-Land_2000	5.084	-3.2792424	-75.5557104	42.89
ANT-Land_2000	5.095	-3.2788942	-75.5556510	42.89
ANT-Land_2000	5.107	-3.2785461	-75.5555915	42.88
ANT-Land_2000	5.119	-3.2781980	-75.5555321	42.87
ANT-Land_2000	5.130	-3.2778498	-75.5554727	42.87
ANT-Land_2000	5.142	-3.2775017	-75.5554133	42.86
ANT-Land_2000	5.154	-3.2771536	-75.5553538	42.86
ANT-Land_2000	5.166	-3.2768054	-75.5552944	42.85
ANT-Land_2000	5.177	-3.2764573	-75.5552350	42.85
ANT-Land_2000	5.189	-3.2761092	-75.5551756	42.84
ANT-Land_2000	5.201	-3.2757610	-75.5551161	42.84
ANT-Land_2000	5.212	-3.2754129	-75.5550567	42.83
ANT-Land_2000	5.224	-3.2750647	-75.5549973	42.82
ANT-Land_2000	5.236	-3.2747166	-75.5549379	42.82
ANT-Land_2000	5.248	-3.2743685	-75.5548785	42.81
ANT-Land_2000	5.259	-3.2740203	-75.5548190	42.81
ANT-Land_2000	5.271	-3.2736722	-75.5547596	42.80
ANT-Land_2000	5.283	-3.2733241	-75.5547002	42.80
ANT-Land_2000	5.294	-3.2729759	-75.5546408	42.79
ANT-Land_2000	5.306	-3.2726278	-75.5545813	42.79
ANT-Land_2000	5.318	-3.2722797	-75.5545219	42.78
ANT-Land_2000	5.330	-3.2719315	-75.5544625	42.78
ANT-Land_2000	5.341	-3.2715834	-75.5544031	42.77
ANT-Land_2000	5.353	-3.2712353	-75.5543436	42.77
ANT-Land_2000	5.365	-3.2708871	-75.5542842	42.76
ANT-Land_2000	5.376	-3.2705390	-75.5542248	42.76
ANT-Land_2000	5.388	-3.2701909	-75.5541654	42.75
ANT-Land_2000	5.400	-3.2698427	-75.5541059	42.75
ANT-Land_2000	5.412	-3.2694946	-75.5540465	42.74
ANT-Land_2000	5.423	-3.2691464	-75.5539871	42.73
ANT-Land_2000	5.435	-3.2687983	-75.5539277	42.73
ANT-Land_2000	5.447	-3.2684502	-75.5538683	42.72
ANT-Land_2000	5.458	-3.2681020	-75.5538088	42.72
ANT-Land_2000	5.470	-3.2677539	-75.5537494	42.71
ANT-Land_2000	5.482	-3.2674058	-75.5536900	42.71
ANT-Land_2000	5.494	-3.2670576	-75.5536306	42.70
ANT-Land_2000	5.505	-3.2667095	-75.5535711	42.70
ANT-Land_2000	5.517	-3.2663614	-75.5535117	42.69
ANT-Land_2000	5.529	-3.2660132	-75.5534523	42.69
ANT-Land_2000	5.540	-3.2656651	-75.5533929	42.68
ANT-Land_2000	5.552	-3.2653170	-75.5533334	42.68
ANT-Land_2000	5.564	-3.2649688	-75.5532740	42.67
ANT-Land_2000	5.575	-3.2646207	-75.5532146	42.67
ANT-Land_2000	5.587	-3.2642725	-75.5531552	42.69
ANT-Land_2000	5.599	-3.2639244	-75.5530958	42.71
ANT-Land_2000	5.611	-3.2635763	-75.5530363	42.74
ANT-Land_2000	5.622	-3.2632281	-75.5529769	42.76
ANT-Land_2000	5.634	-3.2628800	-75.5529175	42.79
ANT-Land_2000	5.646	-3.2625319	-75.5528581	42.81
ANT-Land_2000	5.657	-3.2621837	-75.5527986	42.83
ANT-Land_2000	5.669	-3.2618356	-75.5527392	42.86
ANT-Land_2000	5.681	-3.2614875	-75.5526798	42.89
ANT-Land_2000	5.693	-3.2611393	-75.5526204	42.91
ANT-Land_2000	5.704	-3.2607912	-75.5525610	42.93
ANT-Land_2000	5.716	-3.2604431	-75.5525015	42.96
ANT-Land_2000	5.728	-3.2600949	-75.5524421	42.98
ANT-Land_2000	5.739	-3.2597468	-75.5523827	43.01
ANT-Land_2000	5.751	-3.2593987	-75.5523233	43.03
ANT-Land_2000	5.763	-3.2590505	-75.5522638	43.05
ANT-Land_2000	5.775	-3.2587024	-75.5522044	43.08
ANT-Land_2000	5.786	-3.2583542	-75.5521450	43.10
ANT-Land_2000	5.798	-3.2580061	-75.5520856	43.13
ANT-Land_2000	5.810	-3.2576580	-75.5520261	43.15
ANT-Land_2000	5.821	-3.2573098	-75.5519667	43.17
ANT-Land_2000	5.833	-3.2569617	-75.5519073	43.20
ANT-Land_2000	5.845	-3.2566136	-75.5518479	43.22
ANT-Land_2000	5.857	-3.2562654	-75.5517885	43.25
ANT-Land_2000	5.868	-3.2559173	-75.5517290	43.27
ANT-Land_2000	5.880	-3.2555692	-75.5516696	43.29
ANT-Land_2000	5.892	-3.2552210	-75.5516102	43.32
ANT-Land_2000	5.903	-3.2548729	-75.5515508	43.34
ANT-Land_2000	5.915	-3.2545248	-75.5514913	43.36
ANT-Land_2000	5.927	-3.2541766	-75.5514319	43.39
ANT-Land_2000	5.939	-3.2538285	-75.5513725	43.41
ANT-Land_2000	5.950	-3.2534804	-75.5513131	43.44
ANT-Land_2000	5.962	-3.2531322	-75.5512536	43.46
ANT-Land_2000	5.974	-3.2527841	-75.5511942	43.48
ANT-Land_2000	5.985	-3.2524359	-75.5511348	43.51
ANT-Land_2000	5.997	-3.2520878	-75.5510754	43.53
ANT-Land_2000	6.009	-3.2517397	-75.5510159	43.56
ANT-Land_2000	6.021	-3.2513915	-75.5509565	43.58
ANT-Land_2000	6.032	-3.2510434	-75.5508971	43.60
ANT-Land_2000	6.044	-3.2506953	-75.5508377	43.63
ANT-Land_2000	6.056	-3.2503471	-75.5507782	43.65
ANT-Land_2000	6.067	-3.2499990	-75.5507188	43.67
ANT-Land_2000	6.079	-3.2496509	-75.5506594	43.70
ANT-Land_2000	6.091	-3.2493027	-75.5506000	43.72
ANT-Land_2000	6.103	-3.2489546	-75.5505406	43.74
ANT-Land_2000	6.114	-3.2486065	-75.5504811	43.77
ANT-Land_2000	6.126	-3.2482583	-75.5504217	43.79
ANT-Land_2000	6.138	-3.2479102	-75.5503623	43.82
ANT-Land_2000	6.149	-3.2475621	-75.5503029	43.84
ANT-Land_2000	6.161	-3.2472139	-75.5502434	43.87
ANT-Land_2000	6.173	-3.2468658	-75.5501840	43.89
ANT-Land_2000	6.185	-3.2465176	-75.5501246	43.91
ANT-Land_2000	6.196	-3.2461695	-75.5500652	43.94
ANT-Land_2000	6.208	-3.2458214	-75.5500057	43.96
ANT-Land_2000	6.220	-3.2454732	-75.5499463	43.99
ANT-Land_2000	6.231	-3.2451251	-75.5498869	44.01
ANT-Land_2000	6.243	-3.2447770	-75.5498275	44.03
ANT-Land_2000	6.255	-3.2444288	-75.5497681	44.06
ANT-Land_2000	6.267	-3.2440807	-75.5497086	44.11
ANT-Land_2000	6.278	-3.2437326	-75.5496492	44.16
ANT-Land_2000	6.290	-3.2433844	-75.5495898	44.21
ANT-Land_2000	6.302	-3.2430363	-75.5495304	44.26
ANT-Land_2000	6.313	-3.2426882	-75.5494709	44.32
ANT-Land_2000	6.325	-3.2423400	-75.5494115	44.37
ANT-Land_2000	6.337	-3.2419919	-75.5493521	44.42
ANT-Land_2000	6.349	-3.2416438	-75.5492927	44.47
ANT-Land_2000	6.360	-3.2412956	-75.5492333	44.52
ANT-Land_2000	6.372	-3.2409475	-75.5491738	44.58
ANT-Land_2000	6.384	-3.2405993	-75.5491144	44.63
ANT-Land_2000	6.395	-3.2402512	-75.5490550	44.68
ANT-Land_2000	6.407	-3.2399031	-75.5489956	44.73
ANT-Land_2000	6.419	-3.2395549	-75.5489361	44.78
ANT-Land_2000	6.431	-3.2392068	-75.5488767	44.83
ANT-Land_2000	6.442	-3.2388587	-75.5488173	44.88
ANT-Land_2000	6.454	-3.2385105	-75.5487579	44.94
ANT-Land_2000	6.466	-3.2381624	-75.5486984	44.98
ANT-Land_2000	6.477	-3.2378143	-75.5486390	45.03
ANT-Land_2000	6.489	-3.2374661	-75.5485796	45.08
ANT-Land_2000	6.501	-3.2371180	-75.5485202	45.14
ANT-Land_2000	6.513	-3.2367699	-75.5484608	45.19
ANT-Land_2000	6.524	-3.2364217	-75.5484013	45.24
ANT-Land_2000	6.536	-3.2360736	-75.5483419	45.29
ANT-Land_2000	6.548	-3.2357254	-75.5482825	45.34
ANT-Land_2000	6.559	-3.2353773	-75.5482231	45.39
ANT-Land_2000	6.571	-3.2350292	-75.5481636	45.44
ANT-Land_2000	6.583	-3.2346810	-75.5481042	45.49
ANT-Land_2000	6.595	-3.2343329	-75.5480448	45.55
ANT-Land_2000	6.606	-3.2339848	-75.5479854	45.60
ANT-Land_2000	6.618	-3.2336366	-75.5479259	45.66
ANT-Land_2000	6.630	-3.2332885	-75.5478665	45.71
ANT-Land_2000	6.641	-3.2329404	-75.5478071	45.76
ANT-Land_2000	6.653	-3.2325922	-75.5477477	45.82
ANT-Land_2000	6.665	-3.2322441	-75.5476882	45.87
ANT-Land_2000	6.677	-3.2318960	-75.5476288	45.92
ANT-Land_2000	6.688	-3.2315478	-75.5475694	45.97
ANT-Land_2000	6.700	-3.2311997	-75.5475100	46.02
ANT-Land_2000	6.712	-3.2308516	-75.5474506	46.08
ANT-Land_2000	6.723	-3.2305034	-75.5473911	46.13
ANT-Land_2000	6.735	-3.2301553	-75.5473317	46.18
ANT-Land_2000	6.747	-3.2298071	-75.5472723	46.23
ANT-Land_2000	6.759	-3.2294590	-75.5472129	46.29
ANT-Land_2000	6.770	-3.2291109	-75.5471534	46.34
ANT-Land_2000	6.782	-3.2287627	-75.5470940	46.39
ANT-Land_2000	6.794	-3.2284146	-75.5470346	46.44
ANT-Land_2000	6.805	-3.2280665	-75.5469752	46.49
ANT-Land_2000	6.817	-3.2277183	-75.5469157	46.55
ANT-Land_2000	6.829	-3.2273702	-75.5468563	46.60
ANT-Land_2000	6.841	-3.2270221	-75.5467969	46.65
ANT-Land_2000	6.852	-3.2266739	-75.5467375	46.70
ANT-Land_2000	6.864	-3.2263258	-75.5466781	46.76
ANT-Land_2000	6.876	-3.2259777	-75.5466186	46.81
ANT-Land_2000	6.887	-3.2256295	-75.5465592	46.86
ANT-Land_2000	6.899	-3.2252814	-75.5464998	46.91
ANT-Land_2000	6.911	-3.2249333	-75.5464404	46.96
ANT-Land_2000	6.923	-3.2245851	-75.5463809	47.02
ANT-Land_2000	6.934	-3.2242370	-75.5463215	47.07
ANT-Land_2000	6.946	-3.2238888	-75.5462621	47.12
ANT-Land_2000	6.958	-3.2235407	-75.5462027	47.17
ANT-Land_2000	6.969	-3.2231926	-75.5461433	47.22
ANT-Land_2000	6.981	-3.2228444	-75.5460838	47.28
ANT-Land_2000	6.993	-3.2224963	-75.5460244	47.33
ANT-Land_2000	7.005	-3.2221482	-75.5459650	47.38
ANT-Land_2000	7.016	-3.2218000	-75.5459056	47.43
ANT-Land_2000	7.028	-3.2214519	-75.5458461	47.48
ANT-Land_2000	7.040	-3.2211038	-75.5457867	47.53
ANT-Land_2000	7.051	-3.2207556	-75.5457273	47.58
ANT-Land_2000	7.063	-3.2204075	-75.5456679	47.64
ANT-Land_2000	7.075	-3.2200594	-75.5456084	47.69
ANT-Land_2000	7.086	-3.2197112	-75.5455490	47.74
ANT-Land_2000	7.098	-3.2193631	-75.5454896	47.79
ANT-Land_2000	7.110	-3.2190150	-75.5454302	47.84
ANT-Land_2000	7.122	-3.2186668	-75.5453708	47.89
ANT-Land_2000	7.133	-3.2183187	-75.5453113	47.94
ANT-Land_2000	7.145	-3.2179705	-75.5452519	48.00
ANT-Land_2000	7.157	-3.2176224	-75.5451925	48.05
ANT-Land_2000	7.168	-3.2172743	-75.5451331	48.10
ANT-Land_2000	7.180	-3.2169261	-75.5450736	48.14
ANT-Land_2000	7.192	-3.2165780	-75.5450142	48.19
ANT-Land_2000	7.204	-3.2162299	-75.5449548	48.24
ANT-Land_2000	7.215	-3.2158817	-75.5448954	48.29
ANT-Land_2000	7.227	-3.2155336	-75.5448359	48.34
ANT-Land_2000	7.239	-3.2151855	-75.5447765	48.39
ANT-Land_2000	7.250	-3.2148373	-75.5447171	48.43
ANT-Land_2000	7.262	-3.2144892	-75.5446577	48.48
ANT-Land_2000	7.274	-3.2141411	-75.5445983	48.53
ANT-Land_2000	7.286	-3.2137929	-75.5445388	48.58
ANT-Land_2000	7.297	-3.2134448	-75.5444794	48.63
ANT-Land_2000	7.309	-3.2130967	-75.5444200	48.68
ANT-Land_2000	7.321	-3.2127485	-75.5443605	48.72
ANT-Land_2000	7.332	-3.2124004	-75.5443011	48.77
ANT-Land_2000	7.344	-3.2120522	-75.5442417	48.82
ANT-Land_2000	7.356	-3.2117041	-75.5441823	48.87
ANT-Land_2000	7.368	-3.2113560	-75.5441229	48.91
ANT-Land_2000	7.379	-3.2110078	-75.5440634	48.96
ANT-Land_2000	7.391	-3.2106597	-75.5440040	49.01
ANT-Land_2000	7.403	-3.2103116	-75.5439446	49.06
ANT-Land_2000	7.414	-3.2099634	-75.5438852	49.11
ANT-Land_2000	7.426	-3.2096153	-75.5438257	49.15
ANT-Land_2000	7.438	-3.2092672	-75.5437663	49.20
ANT-Land_2000	7.450	-3.2089190	-75.5437069	49.25
ANT-Land_2000	7.461	-3.2085709	-75.5436475	49.30
ANT-Land_2000	7.473	-3.2082228	-75.5435880	49.35
ANT-Land_2000	7.485	-3.2078746	-75.5435286	49.40
ANT-Land_2000	7.496	-3.2075265	-75.5434692	49.45
ANT-Land_2000	7.508	-3.2071783	-75.5434098	49.50
ANT-Land_2000	7.520	-3.2068302	-75.5433504	49.54
ANT-Land_2000	7.532	-3.2064821	-75.5432909	49.59
ANT-Land_2000	7.543	-3.2061339	-75.5432315	49.64
ANT-Land_2000	7.555	-3.2057858	-75.5431721	49.69
ANT-Land_2000	7.567	-3.2054377	-75.5431127	49.74
ANT-Land_2000	7.578	-3.2050895	-75.5430532	49.79
ANT-Land_2000	7.590	-3.2047414	-75.5429938	49.84
ANT-Land_2000	7.602	-3.2043933	-75.5429344	49.86
ANT-Land_2000	7.614	-3.2040451	-75.5428750	49.88
ANT-Land_2000	7.625	-3.2036970	-75.5428156	49.90
ANT-Land_2000	7.637	-3.2033489	-75.5427561	49.92
ANT-Land_2000	7.649	-3.2030007	-75.5426967	49.94
ANT-Land_2000	7.660	-3.2026526	-75.5426373	49.96
ANT-Land_2000	7.672	-3.2023045	-75.5425779	49.98
ANT-Land_2000	7.684	-3.2019563	-75.5425184	50.00
ANT-Land_2000	7.696	-3.2016082	-75.5424590	50.02
ANT-Land_2000	7.707	-3.2012600	-75.5423996	50.04
ANT-Land_2000	7.719	-3.2009119	-75.5423402	50.06
ANT-Land_2000	7.731	-3.2005638	-75.5422807	50.08
ANT-Land_2000	7.742	-3.2002156	-75.5422213	50.10
ANT-Land_2000	7.754	-3.1998675	-75.5421619	50.12
ANT-Land_2000	7.766	-3.1995194	-75.5421025	50.14
ANT-Land_2000	7.778	-3.1991712	-75.5420431	50.16
ANT-Land_2000	7.789	-3.1988231	-75.5419836	50.18
ANT-Land_2000	7.801	-3.1984750	-75.5419242	50.20
ANT-Land_2000	7.813	-3.1981268	-75.5418648	50.22
ANT-Land_2000	7.824	-3.1977787	-75.5418054	50.24
ANT-Land_2000	7.836	-3.1974306	-75.5417459	50.26
ANT-Land_2000	7.848	-3.1970824	-75.5416865	50.28
ANT-Land_2000	7.860	-3.1967343	-75.5416271	50.30
ANT-Land_2000	7.871	-3.1963862	-75.5415677	50.32
